Time (ns),Observed Counts,IRF Used,Fitted Counts,Tau (ns),Shift (ns),Chi^2
7.104,-0.073235686,-0.101198402,-0.000652431,,,
7.108,-0.073235686,-0.101198402,-0.000696838,,,
7.112,-0.073235686,-0.101198402,-0.000741172,,,
7.116,-0.073235686,-0.101198402,-0.000785432,,,
7.12,-0.073235686,-0.101198402,-0.000829619,,,
7.124,-0.073235686,-0.101198402,-0.000873732,,,
7.128,-0.073235686,-0.101198402,-0.000917772,,,
7.132,0.926764314,-0.101198402,-0.000961739,,,
7.136,-0.073235686,-0.101198402,-0.001005633,,,
7.14,-0.073235686,-0.101198402,-0.001049454,,,
7.144,-0.073235686,-0.101198402,-0.001093202,,,
7.148,-0.073235686,-0.101198402,-0.001136878,,,
7.152,-0.073235686,-0.101198402,-0.001180481,,,
7.156,-0.073235686,-0.101198402,-0.001224012,,,
7.16,-0.073235686,-0.101198402,-0.00126747,,,
7.164,-0.073235686,-0.101198402,-0.001310857,,,
7.168,-0.073235686,-0.101198402,-0.001354171,,,
7.172,-0.073235686,-0.101198402,-0.001397414,,,
7.176,-0.073235686,-0.101198402,-0.001440584,,,
7.18,-0.073235686,-0.101198402,-0.001483683,,,
7.184,-0.073235686,-0.101198402,-0.001526711,,,
7.188,-0.073235686,-0.101198402,-0.001569667,,,
7.192,-0.073235686,-0.101198402,-0.001612552,,,
7.196,-0.073235686,-0.101198402,-0.001655365,,,
7.2,-0.073235686,-0.101198402,-0.001698108,,,
7.204,-0.073235686,-0.101198402,-0.001740779,,,
7.208,-0.073235686,-0.101198402,-0.00178338,,,
7.212,-0.073235686,-0.101198402,-0.00182591,,,
7.216,-0.073235686,-0.101198402,-0.001868369,,,
7.22,-0.073235686,-0.101198402,-0.001910758,,,
7.224,-0.073235686,-0.101198402,-0.001953077,,,
7.228,-0.073235686,-0.101198402,-0.001995325,,,
7.232,-0.073235686,-0.101198402,-0.002037503,,,
7.236,-0.073235686,-0.101198402,-0.002079611,,,
7.24,-0.073235686,-0.101198402,-0.002121649,,,
7.244,-0.073235686,-0.101198402,-0.002163618,,,
7.248,-0.073235686,0.898801598,-0.001755999,,,
7.252,-0.073235686,-0.101198402,-0.001798574,,,
7.256,-0.073235686,-0.101198402,-0.001841079,,,
7.26,-0.073235686,0.898801598,-0.001433995,,,
7.264,-0.073235686,-0.101198402,-0.001477105,,,
7.268,-0.073235686,-0.101198402,-0.001520143,,,
7.272,0.926764314,-0.101198402,-0.00156311,,,
7.276,-0.073235686,-0.101198402,-0.001606006,,,
7.28,-0.073235686,-0.101198402,-0.00164883,,,
7.284,-0.073235686,-0.101198402,-0.001691584,,,
7.288,-0.073235686,-0.101198402,-0.001734266,,,
7.292,-0.073235686,-0.101198402,-0.001776878,,,
7.296,-0.073235686,-0.101198402,-0.001819418,,,
7.3,-0.073235686,-0.101198402,-0.001861889,,,
7.304,-0.073235686,-0.101198402,-0.001904288,,,
7.308,-0.073235686,-0.101198402,-0.001946617,,,
7.312,-0.073235686,-0.101198402,-0.001988876,,,
7.316,-0.073235686,-0.101198402,-0.002031065,,,
7.32,-0.073235686,-0.101198402,-0.002073184,,,
7.324,-0.073235686,-0.101198402,-0.002115233,,,
7.328,-0.073235686,-0.101198402,-0.002157212,,,
7.332,-0.073235686,-0.101198402,-0.002199121,,,
7.336,-0.073235686,-0.101198402,-0.002240961,,,
7.34,-0.073235686,-0.101198402,-0.002282732,,,
7.344,-0.073235686,-0.101198402,-0.002324433,,,
7.348,-0.073235686,0.898801598,-0.001916546,,,
7.352,-0.073235686,-0.101198402,-0.001958855,,,
7.356,-0.073235686,0.898801598,-0.001551576,,,
7.36,-0.073235686,-0.101198402,-0.001594491,,,
7.364,-0.073235686,-0.101198402,-0.001637334,,,
7.368,-0.073235686,-0.101198402,-0.001680107,,,
7.372,-0.073235686,-0.101198402,-0.001722808,,,
7.376,-0.073235686,-0.101198402,-0.001765439,,,
7.38,-0.073235686,-0.101198402,-0.001807999,,,
7.384,-0.073235686,-0.101198402,-0.001850488,,,
7.388,-0.073235686,0.898801598,-0.001443388,,,
7.392,-0.073235686,-0.101198402,-0.001486483,,,
7.396,-0.073235686,-0.101198402,-0.001529505,,,
7.4,-0.073235686,-0.101198402,-0.001572457,,,
7.404,-0.073235686,0.898801598,-0.001165819,,,
7.408,-0.073235686,-0.101198402,-0.001209374,,,
7.412,-0.073235686,-0.101198402,-0.001252857,,,
7.416,-0.073235686,-0.101198402,-0.001296268,,,
7.42,-0.073235686,-0.101198402,-0.001339606,,,
7.424,-0.073235686,-0.101198402,-0.001382873,,,
7.428,-0.073235686,-0.101198402,-0.001426068,,,
7.432,0.926764314,-0.101198402,-0.001469191,,,
7.436,-0.073235686,-0.101198402,-0.001512243,,,
7.44,-0.073235686,-0.101198402,-0.001555223,,,
7.444,-0.073235686,-0.101198402,-0.001598131,,,
7.448,-0.073235686,-0.101198402,-0.001640969,,,
7.452,-0.073235686,-0.101198402,-0.001683735,,,
7.456,-0.073235686,-0.101198402,-0.001726431,,,
7.46,-0.073235686,-0.101198402,-0.001769055,,,
7.464,-0.073235686,-0.101198402,-0.001811609,,,
7.468,-0.073235686,-0.101198402,-0.001854092,,,
7.472,-0.073235686,-0.101198402,-0.001896505,,,
7.476,-0.073235686,-0.101198402,-0.001938847,,,
7.48,-0.073235686,-0.101198402,-0.001981119,,,
7.484,-0.073235686,-0.101198402,-0.00202332,,,
7.488,-0.073235686,-0.101198402,-0.002065452,,,
7.492,-0.073235686,-0.101198402,-0.002107514,,,
7.496,-0.073235686,-0.101198402,-0.002149506,,,
7.5,0.926764314,-0.101198402,-0.002191428,,,
7.504,-0.073235686,0.898801598,-0.001783762,,,
7.508,1.926764314,-0.101198402,-0.001826292,,,
7.512,-0.073235686,0.898801598,-0.001419233,,,
7.516,-0.073235686,-0.101198402,-0.001462367,,,
7.52,-0.073235686,0.898801598,-0.001055912,,,
7.524,-0.073235686,-0.101198402,-0.00109965,,,
7.528,-0.073235686,0.898801598,-0.000693797,,,
7.532,-0.073235686,-0.101198402,-0.000738135,,,
7.536,-0.073235686,-0.101198402,-0.000782401,,,
7.54,-0.073235686,-0.101198402,-0.000826592,,,
7.544,-0.073235686,-0.101198402,-0.000870711,,,
7.548,-0.073235686,-0.101198402,-0.000914756,,,
7.552,-0.073235686,-0.101198402,-0.000958728,,,
7.556,-0.073235686,-0.101198402,-0.001002626,,,
7.56,-0.073235686,0.898801598,-0.000596935,,,
7.564,-0.073235686,-0.101198402,-0.000641434,,,
7.568,-0.073235686,0.898801598,-0.000236342,,,
7.572,-0.073235686,-0.101198402,-0.00028144,,,
7.576,-0.073235686,-0.101198402,-0.000326463,,,
7.58,-0.073235686,-0.101198402,-0.000371412,,,
7.584,-0.073235686,-0.101198402,-0.000416286,,,
7.588,-0.073235686,0.898801598,-1.16E-05,,,
7.592,-0.073235686,-0.101198402,-5.70E-05,,,
7.596,-0.073235686,-0.101198402,-0.000102434,,,
7.6,-0.073235686,-0.101198402,-0.000147755,,,
7.604,-0.073235686,-0.101198402,-0.000193,,,
7.608,-0.073235686,-0.101198402,-0.00023817,,,
7.612,-0.073235686,-0.101198402,-0.000283265,,,
7.616,-0.073235686,-0.101198402,-0.000328286,,,
7.62,-0.073235686,-0.101198402,-0.000373231,,,
7.624,0.926764314,-0.101198402,-0.000418102,,,
7.628,-0.073235686,-0.101198402,-0.000462898,,,
7.632,-0.073235686,0.898801598,-5.81E-05,,,
7.636,-0.073235686,-0.101198402,-0.000103497,,,
7.64,-0.073235686,-0.101198402,-0.000148815,,,
7.644,-0.073235686,-0.101198402,-0.000194059,,,
7.648,-0.073235686,-0.101198402,-0.000239227,,,
7.652,-0.073235686,0.898801598,0.000165197,,,
7.656,-0.073235686,-0.101198402,0.000119433,,,
7.66,-0.073235686,-0.101198402,7.37E-05,,,
7.664,-0.073235686,-0.101198402,2.81E-05,,,
7.668,-0.073235686,-0.101198402,-1.74E-05,,,
7.672,-0.073235686,-0.101198402,-6.29E-05,,,
7.676,-0.073235686,-0.101198402,-0.000108254,,,
7.68,-0.073235686,-0.101198402,-0.000153565,,,
7.684,-0.073235686,-0.101198402,-0.0001988,,,
7.688,-0.073235686,-0.101198402,-0.000243961,,,
7.692,-0.073235686,-0.101198402,-0.000289046,,,
7.696,-0.073235686,-0.101198402,-0.000334057,,,
7.7,-0.073235686,-0.101198402,-0.000378993,,,
7.704,-0.073235686,-0.101198402,-0.000423854,,,
7.708,-0.073235686,0.898801598,-1.91E-05,,,
7.712,-0.073235686,-0.101198402,-6.46E-05,,,
7.716,-0.073235686,-0.101198402,-0.000109965,,,
7.72,-0.073235686,-0.101198402,-0.000155273,,,
7.724,-0.073235686,-0.101198402,-0.000200506,,,
7.728,-0.073235686,1.898801598,0.000653372,,,
7.732,-0.073235686,-0.101198402,0.000606797,,,
7.736,0.926764314,-0.101198402,0.000560299,,,
7.74,-0.073235686,-0.101198402,0.000513879,,,
7.744,-0.073235686,-0.101198402,0.000467535,,,
7.748,-0.073235686,-0.101198402,0.000421269,,,
7.752,-0.073235686,-0.101198402,0.000375079,,,
7.756,-0.073235686,-0.101198402,0.000328966,,,
7.76,-0.073235686,-0.101198402,0.000282929,,,
7.764,-0.073235686,-0.101198402,0.000236969,,,
7.768,-0.073235686,-0.101198402,0.000191085,,,
7.772,-0.073235686,0.898801598,0.000594795,,,
7.776,-0.073235686,-0.101198402,0.000548317,,,
7.78,-0.073235686,-0.101198402,0.000501917,,,
7.784,-0.073235686,-0.101198402,0.000455593,,,
7.788,-0.073235686,-0.101198402,0.000409346,,,
7.792,0.926764314,-0.101198402,0.000363176,,,
7.796,-0.073235686,-0.101198402,0.000317083,,,
7.8,0.926764314,-0.101198402,0.000271066,,,
7.804,-0.073235686,-0.101198402,0.000225125,,,
7.808,-0.073235686,-0.101198402,0.000179261,,,
7.812,-0.073235686,-0.101198402,0.000133473,,,
7.816,-0.073235686,-0.101198402,8.78E-05,,,
7.82,-0.073235686,-0.101198402,4.21E-05,,,
7.824,-0.073235686,-0.101198402,-3.44E-06,,,
7.828,-0.073235686,0.898801598,0.000400597,,,
7.832,0.926764314,-0.101198402,0.000354442,,,
7.836,-0.073235686,-0.101198402,0.000308363,,,
7.84,-0.073235686,-0.101198402,0.000262361,,,
7.844,-0.073235686,-0.101198402,0.000216435,,,
7.848,-0.073235686,-0.101198402,0.000170585,,,
7.852,0.926764314,-0.101198402,0.000124811,,,
7.856,-0.073235686,-0.101198402,7.91E-05,,,
7.86,-0.073235686,-0.101198402,3.35E-05,,,
7.864,-0.073235686,-0.101198402,-1.21E-05,,,
7.868,-0.073235686,-0.101198402,-5.75E-05,,,
7.872,-0.073235686,0.898801598,0.000346598,,,
7.876,-0.073235686,0.898801598,0.00075005,,,
7.88,-0.073235686,-0.101198402,0.000703314,,,
7.884,-0.073235686,-0.101198402,0.000656656,,,
7.888,-0.073235686,-0.101198402,0.000610076,,,
7.892,-0.073235686,-0.101198402,0.000563572,,,
7.896,0.926764314,-0.101198402,0.000517146,,,
7.9,-0.073235686,0.898801598,0.000920315,,,
7.904,-0.073235686,-0.101198402,0.000873297,,,
7.908,-0.073235686,-0.101198402,0.000826357,,,
7.912,-0.073235686,-0.101198402,0.000779494,,,
7.916,-0.073235686,-0.101198402,0.00073271,,,
7.92,-0.073235686,0.898801598,0.001135521,,,
7.924,-0.073235686,-0.101198402,0.001088146,,,
7.928,-0.073235686,-0.101198402,0.001040849,,,
7.932,-0.073235686,-0.101198402,0.00099363,,,
7.936,-0.073235686,-0.101198402,0.00094649,,,
7.94,-0.073235686,-0.101198402,0.000899429,,,
7.944,-0.073235686,-0.101198402,0.000852445,,,
7.948,-0.073235686,-0.101198402,0.000805539,,,
7.952,-0.073235686,-0.101198402,0.000758712,,,
7.956,-0.073235686,-0.101198402,0.000711962,,,
7.96,-0.073235686,-0.101198402,0.000665289,,,
7.964,-0.073235686,-0.101198402,0.000618694,,,
7.968,-0.073235686,-0.101198402,0.000572177,,,
7.972,0.926764314,-0.101198402,0.000525736,,,
7.976,-0.073235686,-0.101198402,0.000479373,,,
7.98,-0.073235686,-0.101198402,0.000433087,,,
7.984,-0.073235686,-0.101198402,0.000386877,,,
7.988,-0.073235686,-0.101198402,0.000340745,,,
7.992,-0.073235686,-0.101198402,0.000294688,,,
7.996,-0.073235686,-0.101198402,0.000248709,,,
8,-0.073235686,-0.101198402,0.000202805,,,
8.004,-0.073235686,0.898801598,0.000606496,,,
8.008,-0.073235686,0.898801598,0.001009517,,,
8.012,-0.073235686,-0.101198402,0.00096235,,,
8.016,-0.073235686,-0.101198402,0.000915262,,,
8.02,-0.073235686,-0.101198402,0.000868252,,,
8.024,-0.073235686,-0.101198402,0.000821321,,,
8.028,-0.073235686,-0.101198402,0.000774467,,,
8.032,-0.073235686,-0.101198402,0.000727691,,,
8.036,-0.073235686,-0.101198402,0.000680992,,,
8.04,-0.073235686,-0.101198402,0.000634371,,,
8.044,-0.073235686,-0.101198402,0.000587827,,,
8.048,-0.073235686,-0.101198402,0.000541361,,,
8.052,-0.073235686,-0.101198402,0.000494972,,,
8.056,-0.073235686,-0.101198402,0.00044866,,,
8.06,-0.073235686,-0.101198402,0.000402424,,,
8.064,0.926764314,-0.101198402,0.000356266,,,
8.068,-0.073235686,-0.101198402,0.000310184,,,
8.072,-0.073235686,-0.101198402,0.000264179,,,
8.076,-0.073235686,-0.101198402,0.00021825,,,
8.08,-0.073235686,-0.101198402,0.000172397,,,
8.084,-0.073235686,-0.101198402,0.00012662,,,
8.088,-0.073235686,-0.101198402,8.09E-05,,,
8.092,-0.073235686,-0.101198402,3.53E-05,,,
8.096,-0.073235686,-0.101198402,-1.03E-05,,,
8.1,-0.073235686,-0.101198402,-5.57E-05,,,
8.104,-0.073235686,-0.101198402,-0.000101126,,,
8.108,0.926764314,-0.101198402,-0.000146449,,,
8.112,-0.073235686,-0.101198402,-0.000191696,,,
8.116,-0.073235686,-0.101198402,-0.000236868,,,
8.12,-0.073235686,-0.101198402,-0.000281966,,,
8.124,-0.073235686,-0.101198402,-0.000326988,,,
8.128,-0.073235686,-0.101198402,-0.000371936,,,
8.132,-0.073235686,-0.101198402,-0.000416809,,,
8.136,-0.073235686,-0.101198402,-0.000461607,,,
8.14,-0.073235686,-0.101198402,-0.000506331,,,
8.144,-0.073235686,-0.101198402,-0.000550981,,,
8.148,-0.073235686,-0.101198402,-0.000595557,,,
8.152,-0.073235686,0.898801598,-0.000190541,,,
8.156,-0.073235686,-0.101198402,-0.000235715,,,
8.16,-0.073235686,-0.101198402,-0.000280815,,,
8.164,-0.073235686,-0.101198402,-0.000325839,,,
8.168,-0.073235686,-0.101198402,-0.000370788,,,
8.172,-0.073235686,-0.101198402,-0.000415663,,,
8.176,-0.073235686,-0.101198402,-0.000460464,,,
8.18,0.926764314,-0.101198402,-0.00050519,,,
8.184,-0.073235686,-0.101198402,-0.000549842,,,
8.188,-0.073235686,-0.101198402,-0.00059442,,,
8.192,-0.073235686,0.898801598,-0.000189405,,,
8.196,-0.073235686,-0.101198402,-0.000234581,,,
8.2,-0.073235686,-0.101198402,-0.000279683,,,
8.204,-0.073235686,-0.101198402,-0.000324709,,,
8.208,-0.073235686,-0.101198402,-0.00036966,,,
8.212,-0.073235686,-0.101198402,-0.000414537,,,
8.216,-0.073235686,-0.101198402,-0.000459339,,,
8.22,-0.073235686,0.898801598,-5.45E-05,,,
8.224,-0.073235686,-0.101198402,-9.99E-05,,,
8.228,-0.073235686,-0.101198402,-0.000145274,,,
8.232,-0.073235686,-0.101198402,-0.000190523,,,
8.236,-0.073235686,-0.101198402,-0.000235697,,,
8.24,-0.073235686,-0.101198402,-0.000280797,,,
8.244,-0.073235686,0.898801598,0.000123697,,,
8.248,-0.073235686,-0.101198402,7.80E-05,,,
8.252,-0.073235686,-0.101198402,3.24E-05,,,
8.256,-0.073235686,-0.101198402,-1.32E-05,,,
8.26,-0.073235686,-0.101198402,-5.86E-05,,,
8.264,-0.073235686,-0.101198402,-0.000104025,,,
8.268,-0.073235686,0.898801598,0.000300175,,,
8.272,-0.073235686,-0.101198402,0.000254186,,,
8.276,-0.073235686,-0.101198402,0.000208274,,,
8.28,-0.073235686,-0.101198402,0.000162438,,,
8.284,0.926764314,-0.101198402,0.000116677,,,
8.288,-0.073235686,-0.101198402,7.10E-05,,,
8.292,-0.073235686,-0.101198402,2.54E-05,,,
8.296,-0.073235686,-0.101198402,-2.01E-05,,,
8.3,-0.073235686,-0.101198402,-6.56E-05,,,
8.304,-0.073235686,-0.101198402,-0.000110986,,,
8.308,-0.073235686,-0.101198402,-0.000156293,,,
8.312,-0.073235686,0.898801598,0.000247994,,,
8.316,-0.073235686,-0.101198402,0.000202092,,,
8.32,-0.073235686,-0.101198402,0.000156266,,,
8.324,-0.073235686,-0.101198402,0.000110516,,,
8.328,-0.073235686,-0.101198402,6.48E-05,,,
8.332,-0.073235686,-0.101198402,1.92E-05,,,
8.336,0.926764314,-0.101198402,-2.63E-05,,,
8.34,-0.073235686,-0.101198402,-7.17E-05,,,
8.344,-0.073235686,-0.101198402,-0.000117097,,,
8.348,-0.073235686,-0.101198402,-0.000162393,,,
8.352,-0.073235686,-0.101198402,-0.000207614,,,
8.356,-0.073235686,0.898801598,0.000196758,,,
8.36,-0.073235686,-0.101198402,0.000150941,,,
8.364,-0.073235686,0.898801598,0.000554718,,,
8.368,-0.073235686,-0.101198402,0.000508307,,,
8.372,-0.073235686,-0.101198402,0.000461972,,,
8.376,-0.073235686,-0.101198402,0.000415715,,,
8.38,-0.073235686,-0.101198402,0.000369534,,,
8.384,-0.073235686,-0.101198402,0.000323431,,,
8.388,-0.073235686,-0.101198402,0.000277403,,,
8.392,0.926764314,-0.101198402,0.000231452,,,
8.396,-0.073235686,-0.101198402,0.000185577,,,
8.4,-0.073235686,-0.101198402,0.000139779,,,
8.404,-0.073235686,-0.101198402,9.41E-05,,,
8.408,-0.073235686,-0.101198402,4.84E-05,,,
8.412,-0.073235686,-0.101198402,2.84E-06,,,
8.416,-0.073235686,-0.101198402,-4.27E-05,,,
8.42,-0.073235686,-0.101198402,-8.81E-05,,,
8.424,-0.073235686,-0.101198402,-0.00013342,,,
8.428,-0.073235686,-0.101198402,-0.000178689,,,
8.432,-0.073235686,-0.101198402,-0.000223883,,,
8.436,-0.073235686,-0.101198402,-0.000269002,,,
8.44,-0.073235686,-0.101198402,-0.000314046,,,
8.444,-0.073235686,-0.101198402,-0.000359015,,,
8.448,-0.073235686,-0.101198402,-0.00040391,,,
8.452,-0.073235686,-0.101198402,-0.00044873,,,
8.456,-0.073235686,-0.101198402,-0.000493475,,,
8.46,-0.073235686,-0.101198402,-0.000538147,,,
8.464,-0.073235686,-0.101198402,-0.000582744,,,
8.468,-0.073235686,-0.101198402,-0.000627267,,,
8.472,-0.073235686,-0.101198402,-0.000671716,,,
8.476,-0.073235686,-0.101198402,-0.000716091,,,
8.48,-0.073235686,-0.101198402,-0.000760393,,,
8.484,-0.073235686,-0.101198402,-0.000804621,,,
8.488,-0.073235686,-0.101198402,-0.000848776,,,
8.492,-0.073235686,-0.101198402,-0.000892858,,,
8.496,-0.073235686,-0.101198402,-0.000936866,,,
8.5,-0.073235686,-0.101198402,-0.000980801,,,
8.504,-0.073235686,-0.101198402,-0.001024663,,,
8.508,-0.073235686,-0.101198402,-0.001068453,,,
8.512,0.926764314,-0.101198402,-0.00111217,,,
8.516,-0.073235686,-0.101198402,-0.001155814,,,
8.52,-0.073235686,0.898801598,-0.000749868,,,
8.524,-0.073235686,-0.101198402,-0.000794113,,,
8.528,-0.073235686,-0.101198402,-0.000838286,,,
8.532,-0.073235686,0.898801598,-0.000432867,,,
8.536,-0.073235686,-0.101198402,-0.000477638,,,
8.54,-0.073235686,-0.101198402,-0.000522336,,,
8.544,-0.073235686,-0.101198402,-0.000566959,,,
8.548,-0.073235686,-0.101198402,-0.000611509,,,
8.552,-0.073235686,0.898801598,-0.000206466,,,
8.556,-0.073235686,-0.101198402,-0.000251614,,,
8.56,-0.073235686,-0.101198402,-0.000296687,,,
8.564,-0.073235686,-0.101198402,-0.000341685,,,
8.568,-0.073235686,-0.101198402,-0.000386608,,,
8.572,-0.073235686,-0.101198402,-0.000431457,,,
8.576,0.926764314,-0.101198402,-0.000476231,,,
8.58,-0.073235686,-0.101198402,-0.000520931,,,
8.584,-0.073235686,-0.101198402,-0.000565557,,,
8.588,-0.073235686,-0.101198402,-0.000610108,,,
8.592,-0.073235686,-0.101198402,-0.000654586,,,
8.596,-0.073235686,-0.101198402,-0.00069899,,,
8.6,-0.073235686,-0.101198402,-0.00074332,,,
8.604,-0.073235686,-0.101198402,-0.000787576,,,
8.608,-0.073235686,-0.101198402,-0.000831759,,,
8.612,-0.073235686,-0.101198402,-0.000875869,,,
8.616,-0.073235686,-0.101198402,-0.000919906,,,
8.62,-0.073235686,-0.101198402,-0.000963869,,,
8.624,0.926764314,0.898801598,-0.000558242,,,
8.628,-0.073235686,-0.101198402,-0.000602805,,,
8.632,-0.073235686,-0.101198402,-0.000647295,,,
8.636,-0.073235686,-0.101198402,-0.000691711,,,
8.64,-0.073235686,-0.101198402,-0.000736053,,,
8.644,-0.073235686,-0.101198402,-0.000780322,,,
8.648,-0.073235686,-0.101198402,-0.000824517,,,
8.652,-0.073235686,-0.101198402,-0.000868639,,,
8.656,-0.073235686,-0.101198402,-0.000912687,,,
8.66,-0.073235686,-0.101198402,-0.000956663,,,
8.664,-0.073235686,-0.101198402,-0.001000565,,,
8.668,-0.073235686,-0.101198402,-0.001044394,,,
8.672,-0.073235686,-0.101198402,-0.001088151,,,
8.676,-0.073235686,-0.101198402,-0.001131835,,,
8.68,-0.073235686,-0.101198402,-0.001175447,,,
8.684,-0.073235686,-0.101198402,-0.001218986,,,
8.688,-0.073235686,-0.101198402,-0.001262453,,,
8.692,-0.073235686,-0.101198402,-0.001305848,,,
8.696,-0.073235686,-0.101198402,-0.00134917,,,
8.7,-0.073235686,-0.101198402,-0.001392421,,,
8.704,-0.073235686,-0.101198402,-0.0014356,,,
8.708,-0.073235686,-0.101198402,-0.001478707,,,
8.712,-0.073235686,-0.101198402,-0.001521743,,,
8.716,-0.073235686,-0.101198402,-0.001564707,,,
8.72,0.926764314,-0.101198402,-0.0016076,,,
8.724,-0.073235686,-0.101198402,-0.001650422,,,
8.728,-0.073235686,-0.101198402,-0.001693173,,,
8.732,-0.073235686,-0.101198402,-0.001735853,,,
8.736,-0.073235686,-0.101198402,-0.001778461,,,
8.74,-0.073235686,-0.101198402,-0.001821,,,
8.744,-0.073235686,-0.101198402,-0.001863467,,,
8.748,-0.073235686,-0.101198402,-0.001905864,,,
8.752,-0.073235686,-0.101198402,-0.001948191,,,
8.756,-0.073235686,-0.101198402,-0.001990447,,,
8.76,-0.073235686,-0.101198402,-0.002032633,,,
8.764,-0.073235686,-0.101198402,-0.00207475,,,
8.768,-0.073235686,-0.101198402,-0.002116796,,,
8.772,-0.073235686,-0.101198402,-0.002158772,,,
8.776,-0.073235686,-0.101198402,-0.002200679,,,
8.78,-0.073235686,0.898801598,-0.001792998,,,
8.784,-0.073235686,-0.101198402,-0.001835512,,,
8.788,-0.073235686,0.898801598,-0.001428438,,,
8.792,-0.073235686,-0.101198402,-0.001471557,,,
8.796,-0.073235686,-0.101198402,-0.001514605,,,
8.8,-0.073235686,-0.101198402,-0.001557581,,,
8.804,-0.073235686,-0.101198402,-0.001600486,,,
8.808,-0.073235686,-0.101198402,-0.001643319,,,
8.812,-0.073235686,-0.101198402,-0.001686082,,,
8.816,-0.073235686,-0.101198402,-0.001728773,,,
8.82,-0.073235686,-0.101198402,-0.001771394,,,
8.824,-0.073235686,-0.101198402,-0.001813944,,,
8.828,-0.073235686,-0.101198402,-0.001856423,,,
8.832,-0.073235686,-0.101198402,-0.001898832,,,
8.836,-0.073235686,-0.101198402,-0.00194117,,,
8.84,-0.073235686,-0.101198402,-0.001983438,,,
8.844,-0.073235686,-0.101198402,-0.002025636,,,
8.848,-0.073235686,-0.101198402,-0.002067764,,,
8.852,-0.073235686,-0.101198402,-0.002109822,,,
8.856,0.926764314,-0.101198402,-0.00215181,,,
8.86,0.926764314,-0.101198402,-0.002193728,,,
8.864,-0.073235686,-0.101198402,-0.002235577,,,
8.868,-0.073235686,-0.101198402,-0.002277356,,,
8.872,-0.073235686,-0.101198402,-0.002319066,,,
8.876,-0.073235686,-0.101198402,-0.002360707,,,
8.88,-0.073235686,0.898801598,-0.00195276,,,
8.884,-0.073235686,-0.101198402,-0.001995009,,,
8.888,-0.073235686,-0.101198402,-0.002037188,,,
8.892,-0.073235686,-0.101198402,-0.002079296,,,
8.896,-0.073235686,-0.101198402,-0.002121335,,,
8.9,-0.073235686,-0.101198402,-0.002163304,,,
8.904,-0.073235686,-0.101198402,-0.002205203,,,
8.908,0.926764314,-0.101198402,-0.002247033,,,
8.912,-0.073235686,-0.101198402,-0.002288793,,,
8.916,-0.073235686,-0.101198402,-0.002330484,,,
8.92,-0.073235686,-0.101198402,-0.002372106,,,
8.924,-0.073235686,-0.101198402,-0.002413659,,,
8.928,-0.073235686,-0.101198402,-0.002455142,,,
8.932,-0.073235686,-0.101198402,-0.002496557,,,
8.936,-0.073235686,0.898801598,-0.002088385,,,
8.94,-0.073235686,-0.101198402,-0.002130409,,,
8.944,-0.073235686,0.898801598,-0.001722845,,,
8.948,-0.073235686,-0.101198402,-0.001765475,,,
8.952,-0.073235686,-0.101198402,-0.001808035,,,
8.956,-0.073235686,-0.101198402,-0.001850524,,,
8.96,-0.073235686,-0.101198402,-0.001892942,,,
8.964,-0.073235686,-0.101198402,-0.001935291,,,
8.968,-0.073235686,-0.101198402,-0.001977568,,,
8.972,-0.073235686,-0.101198402,-0.002019776,,,
8.976,-0.073235686,-0.101198402,-0.002061913,,,
8.98,-0.073235686,-0.101198402,-0.002103981,,,
8.984,-0.073235686,-0.101198402,-0.002145979,,,
8.988,-0.073235686,-0.101198402,-0.002187907,,,
8.992,-0.073235686,-0.101198402,-0.002229765,,,
8.996,-0.073235686,-0.101198402,-0.002271554,,,
9,-0.073235686,-0.101198402,-0.002313274,,,
9.004,-0.073235686,-0.101198402,-0.002354924,,,
9.008,-0.073235686,-0.101198402,-0.002396505,,,
9.012,-0.073235686,0.898801598,-0.001988499,,,
9.016,-0.073235686,-0.101198402,-0.002030689,,,
9.02,-0.073235686,-0.101198402,-0.002072808,,,
9.024,0.926764314,-0.101198402,-0.002114858,,,
9.028,-0.073235686,-0.101198402,-0.002156838,,,
9.032,-0.073235686,-0.101198402,-0.002198748,,,
9.036,-0.073235686,-0.101198402,-0.002240588,,,
9.04,-0.073235686,-0.101198402,-0.002282359,,,
9.044,-0.073235686,-0.101198402,-0.002324061,,,
9.048,-0.073235686,-0.101198402,-0.002365693,,,
9.052,-0.073235686,-0.101198402,-0.002407256,,,
9.056,-0.073235686,0.898801598,-0.001999233,,,
9.06,-0.073235686,-0.101198402,-0.002041404,,,
9.064,-0.073235686,-0.101198402,-0.002083506,,,
9.068,-0.073235686,-0.101198402,-0.002125538,,,
9.072,-0.073235686,-0.101198402,-0.0021675,,,
9.076,-0.073235686,-0.101198402,-0.002209392,,,
9.08,-0.073235686,-0.101198402,-0.002251215,,,
9.084,-0.073235686,-0.101198402,-0.002292968,,,
9.088,-0.073235686,-0.101198402,-0.002334652,,,
9.092,-0.073235686,-0.101198402,-0.002376267,,,
9.096,-0.073235686,-0.101198402,-0.002417813,,,
9.1,-0.073235686,-0.101198402,-0.002459289,,,
9.104,-0.073235686,-0.101198402,-0.002500697,,,
9.108,-0.073235686,-0.101198402,-0.002542036,,,
9.112,-0.073235686,-0.101198402,-0.002583307,,,
9.116,-0.073235686,-0.101198402,-0.002624509,,,
