Time (ns),Observed Counts,IRF Used,Fitted Counts,Tau (ns),Shift (ns),Chi^2
16.404,44.92676431,0.898801598,49.23774066,,,
16.408,49.92676431,2.898801598,49.15730586,,,
16.412,41.92676431,0.898801598,49.07610556,,,
16.416,54.92676431,0.898801598,48.99504005,,,
16.42,56.92676431,1.898801598,48.91455863,,,
16.424,54.92676431,-0.101198402,48.83331178,,,
16.428,37.92676431,2.898801598,48.75354836,,,
16.432,35.92676431,0.898801598,48.67301831,,,
16.436,47.92676431,-0.101198402,48.59217243,,,
16.44,41.92676431,-0.101198402,48.51146077,,,
16.444,52.92676431,0.898801598,48.4313326,,,
16.448,47.92676431,1.898801598,48.35178698,,,
16.452,36.92676431,0.898801598,48.27192388,,,
16.456,46.92676431,0.898801598,48.19219337,,,
16.46,47.92676431,0.898801598,48.11259521,,,
16.464,52.92676431,0.898801598,48.03312919,,,
16.468,39.92676431,0.898801598,47.95379509,,,
16.472,45.92676431,1.898801598,47.8750422,,,
16.476,45.92676431,0.898801598,47.79597054,,,
16.48,53.92676431,0.898801598,47.71703013,,,
16.484,39.92676431,1.898801598,47.63867029,,,
16.488,29.92676431,-0.101198402,47.5595415,,,
16.492,36.92676431,1.898801598,47.48144311,,,
16.496,34.92676431,0.898801598,47.40302484,,,
16.5,59.92676431,-0.101198402,47.32428723,,,
16.504,48.92676431,1.898801598,47.24657937,,,
16.508,45.92676431,1.898801598,47.16900052,,,
16.512,43.92676431,2.898801598,47.09199996,,,
16.516,33.92676431,0.898801598,47.01422819,,,
16.52,36.92676431,0.898801598,46.93658553,,,
16.524,44.92676431,1.898801598,46.85952129,,,
16.528,48.92676431,0.898801598,46.78213545,,,
16.532,51.92676431,1.898801598,46.7053276,,,
16.536,46.92676431,2.898801598,46.62909677,,,
16.54,35.92676431,1.898801598,46.55254297,,,
16.544,50.92676431,2.898801598,46.47656577,,,
16.548,49.92676431,1.898801598,46.40026519,,,
16.552,47.92676431,0.898801598,46.32364175,,,
16.556,47.92676431,0.898801598,46.24714551,,,
16.56,40.92676431,1.898801598,46.17122577,,,
16.564,39.92676431,1.898801598,46.09543207,,,
16.568,41.92676431,1.898801598,46.01976419,,,
16.572,44.92676431,-0.101198402,45.94332289,,,
16.576,53.92676431,1.898801598,45.86790752,,,
16.58,43.92676431,1.898801598,45.79261734,,,
16.584,42.92676431,1.898801598,45.71745216,,,
16.588,49.92676431,3.898801598,45.64331078,,,
16.592,43.92676431,0.898801598,45.56794394,,,
16.596,34.92676431,0.898801598,45.4927022,,,
16.6,51.92676431,2.898801598,45.41848441,,,
16.604,39.92676431,1.898801598,45.34394031,,,
16.608,39.92676431,1.898801598,45.26951996,,,
16.612,58.92676431,-0.101198402,45.19432411,,,
16.616,32.92676431,0.898801598,45.11970261,,,
16.62,32.92676431,2.898801598,45.04610402,,,
16.624,43.92676431,-0.101198402,44.97127906,,,
16.628,41.92676431,1.898801598,44.89747735,,,
16.632,34.92676431,0.898801598,44.82334863,,,
16.636,36.92676431,-0.101198402,44.74889346,,,
16.64,40.92676431,0.898801598,44.6750114,,,
16.644,32.92676431,-0.101198402,44.60080248,,,
16.648,54.92676431,2.898801598,44.5280653,,,
16.652,36.92676431,0.898801598,44.45454983,,,
16.656,42.92676431,2.898801598,44.38205544,,,
16.66,39.92676431,-0.101198402,44.30833284,,,
16.664,33.92676431,-0.101198402,44.23473263,,,
16.668,35.92676431,1.898801598,44.16215363,,,
16.672,34.92676431,-0.101198402,44.08879608,,,
16.676,56.92676431,-0.101198402,44.01556031,,,
16.68,48.92676431,0.898801598,43.94289564,,,
16.684,41.92676431,-0.101198402,43.86990207,,,
16.688,49.92676431,-0.101198402,43.79702968,,,
16.692,42.92676431,2.898801598,43.72562682,,,
16.696,33.92676431,1.898801598,43.65389297,,,
16.7,43.92676431,0.898801598,43.58182869,,,
16.704,42.92676431,1.898801598,43.51033355,,,
16.708,41.92676431,1.898801598,43.4389571,,,
16.712,51.92676431,-0.101198402,43.36680011,,,
16.716,52.92676431,1.898801598,43.29566194,,,
16.72,42.92676431,-0.101198402,43.22374282,,,
16.724,42.92676431,1.898801598,43.15284214,,,
16.728,25.92676431,1.898801598,43.08205915,,,
16.732,34.92676431,0.898801598,43.01094414,,,
16.736,46.92676431,0.898801598,42.9399472,,,
16.74,40.92676431,-0.101198402,42.86861859,,,
16.744,42.92676431,-0.101198402,42.7974084,,,
16.748,37.92676431,-0.101198402,42.72631642,,,
16.752,56.92676431,1.898801598,42.65624149,,,
16.756,38.92676431,1.898801598,42.58628289,,,
16.76,39.92676431,1.898801598,42.51644043,,,
16.764,44.92676431,1.898801598,42.44671391,,,
16.768,32.92676431,0.898801598,42.37665362,,,
16.772,41.92676431,-0.101198402,42.30626012,,,
16.776,36.92676431,-0.101198402,42.23598347,,,
16.78,34.92676431,1.898801598,42.16672253,,,
16.784,26.92676431,1.898801598,42.09757657,,,
16.788,34.92676431,1.898801598,42.02854539,,,
16.792,34.92676431,-0.101198402,41.95872977,,,
16.796,36.92676431,-0.101198402,41.88903005,,,
16.8,33.92676431,2.898801598,41.82079459,,,
16.804,30.92676431,0.898801598,41.75177337,,,
16.808,34.92676431,-0.101198402,41.68241721,,,
16.812,40.92676431,0.898801598,41.6136257,,,
16.816,34.92676431,-0.101198402,41.54449888,,,
16.82,27.92676431,0.898801598,41.47593633,,,
16.824,46.92676431,2.898801598,41.40838663,,,
16.828,36.92676431,-0.101198402,41.33960052,,,
16.832,47.92676431,0.898801598,41.27137811,,,
16.836,39.92676431,-0.101198402,41.20281944,,,
16.84,35.92676431,0.898801598,41.1348241,,,
16.844,43.92676431,-0.101198402,41.06649211,,,
16.848,47.92676431,0.898801598,40.99872308,,,
16.852,35.92676431,2.898801598,40.93196559,,,
16.856,43.92676431,-0.101198402,40.86397037,,,
16.86,33.92676431,-0.101198402,40.79608802,,,
16.864,32.92676431,0.898801598,40.72876788,,,
16.868,39.92676431,1.898801598,40.66200901,,,
16.872,36.92676431,0.898801598,40.59491145,,,
16.876,40.92676431,2.898801598,40.52882431,,,
16.88,39.92676431,-0.101198402,40.46149833,,,
16.884,31.92676431,-0.101198402,40.39428411,,,
16.888,37.92676431,1.898801598,40.32808051,,,
16.892,54.92676431,-0.101198402,40.26108777,,,
16.896,36.92676431,3.898801598,40.19600432,,,
16.9,38.92676431,1.898801598,40.13012987,,,
16.904,45.92676431,3.898801598,40.06526382,,,
16.908,36.92676431,-0.101198402,39.99870738,,,
16.912,34.92676431,0.898801598,39.93271094,,,
16.916,36.92676431,0.898801598,39.86682406,,,
16.92,31.92676431,1.898801598,39.80149608,,,
16.924,46.92676431,0.898801598,39.73582703,,,
16.928,34.92676431,-0.101198402,39.66981747,,,
16.932,27.92676431,-0.101198402,39.60391749,,,
16.936,35.92676431,-0.101198402,39.53812691,,,
16.94,38.92676431,-0.101198402,39.47244555,,,
16.944,46.92676431,-0.101198402,39.40687323,,,
16.948,39.92676431,0.898801598,39.34185927,,,
16.952,33.92676431,-0.101198402,39.27650373,,,
16.956,33.92676431,0.898801598,39.2117062,,,
16.96,45.92676431,0.898801598,39.14701623,,,
16.964,44.92676431,0.898801598,39.08243366,,,
16.968,35.92676431,-0.101198402,39.01750878,,,
16.972,49.92676431,-0.101198402,38.95269168,,,
16.976,51.92676431,0.898801598,38.8884317,,,
16.98,31.92676431,0.898801598,38.82427839,,,
16.984,24.92676431,0.898801598,38.76023158,,,
16.988,32.92676431,2.898801598,38.69719013,,,
16.992,35.92676431,1.898801598,38.63380381,,,
16.996,41.92676431,-0.101198402,38.56962369,,,
17,36.92676431,-0.101198402,38.50555011,,,
17.004,44.92676431,2.898801598,38.44293144,,,
17.008,37.92676431,1.898801598,38.37996721,,,
17.012,42.92676431,-0.101198402,38.31620847,,,
17.016,34.92676431,0.898801598,38.25300509,,,
17.02,39.92676431,1.898801598,38.19035616,,,
17.024,26.92676431,0.898801598,38.1273617,,,
17.028,24.92676431,-0.101198402,38.0640223,,,
17.032,42.92676431,0.898801598,38.00123757,,,
17.036,26.92676431,0.898801598,37.93855706,,,
17.04,44.92676431,-0.101198402,37.87553109,,,
17.044,36.92676431,1.898801598,37.81350878,,,
17.048,30.92676431,1.898801598,37.75158943,,,
17.052,40.92676431,2.898801598,37.6902224,,,
17.056,43.92676431,1.898801598,37.62850771,,,
17.06,40.92676431,-0.101198402,37.56599644,,,
17.064,32.92676431,0.898801598,37.50403847,,,
17.068,34.92676431,0.898801598,37.44218334,,,
17.072,35.92676431,1.898801598,37.38088042,,,
17.076,38.92676431,2.898801598,37.32012878,,,
17.08,45.92676431,-0.101198402,37.25812944,,,
17.084,34.92676431,-0.101198402,37.19623303,,,
17.088,39.92676431,-0.101198402,37.13443936,,,
17.092,33.92676431,-0.101198402,37.07274828,,,
17.096,29.92676431,-0.101198402,37.01115961,,,
17.1,38.92676431,0.898801598,36.95012269,,,
17.104,35.92676431,1.898801598,36.88963662,,,
17.108,41.92676431,0.898801598,36.82880145,,,
17.112,36.92676431,0.898801598,36.76806726,,,
17.116,39.92676431,0.898801598,36.7074339,,,
17.12,33.92676431,-0.101198402,36.64645167,,,
17.124,37.92676431,0.898801598,36.5860202,,,
17.128,29.92676431,0.898801598,36.52568904,,,
17.132,29.92676431,0.898801598,36.46545804,,,
17.136,40.92676431,0.898801598,36.40532703,,,
17.14,33.92676431,-0.101198402,36.34484632,,,
17.144,31.92676431,0.898801598,36.28491553,,,
17.148,35.92676431,0.898801598,36.22508423,,,
17.152,39.92676431,-0.101198402,36.16490274,,,
17.156,34.92676431,0.898801598,36.10527067,,,
17.16,42.92676431,0.898801598,36.04573759,,,
17.164,35.92676431,0.898801598,35.98630334,,,
17.168,31.92676431,3.898801598,35.92831631,,,
17.172,39.92676431,0.898801598,35.86907699,,,
17.176,37.92676431,-0.101198402,35.80948649,,,
17.18,31.92676431,-0.101198402,35.74999491,,,
17.184,32.92676431,0.898801598,35.69105162,,,
17.188,35.92676431,1.898801598,35.63265569,,,
17.192,28.92676431,0.898801598,35.57390718,,,
17.196,28.92676431,-0.101198402,35.51480668,,,
17.2,28.92676431,0.898801598,35.45625381,,,
17.204,43.92676431,0.898801598,35.39779815,,,
17.208,42.92676431,-0.101198402,35.33899,,,
17.212,23.92676431,-0.101198402,35.28027948,,,
17.216,26.92676431,0.898801598,35.22211594,,,
17.22,29.92676431,0.898801598,35.16404896,,,
17.224,24.92676431,1.898801598,35.10652789,,,
17.228,42.92676431,-0.101198402,35.04820327,,,
17.232,33.92676431,-0.101198402,34.98997548,,,
17.236,34.92676431,0.898801598,34.93229386,,,
17.24,34.92676431,0.898801598,34.874708,,,
17.244,31.92676431,-0.101198402,34.81676822,,,
17.248,39.92676431,2.898801598,34.76027318,,,
17.252,41.92676431,0.898801598,34.70297288,,,
17.256,34.92676431,-0.101198402,34.64531819,,,
17.26,37.92676431,0.898801598,34.58820873,,,
17.264,37.92676431,1.898801598,34.53164359,,,
17.268,40.92676431,-0.101198402,34.47427332,,,
17.272,36.92676431,0.898801598,34.4174478,,,
17.276,36.92676431,0.898801598,34.36071662,,,
17.28,34.92676431,1.898801598,34.30452913,,,
17.284,26.92676431,0.898801598,34.24798541,,,
17.288,25.92676431,0.898801598,34.19153554,,,
17.292,30.92676431,0.898801598,34.13517939,,,
17.296,30.92676431,0.898801598,34.07891679,,,
17.3,33.92676431,-0.101198402,34.02229807,,,
17.304,29.92676431,1.898801598,33.96667239,,,
17.308,29.92676431,1.898801598,33.91113904,,,
17.312,26.92676431,-0.101198402,33.85479884,,,
17.316,32.92676431,-0.101198402,33.79855218,,,
17.32,31.92676431,1.898801598,33.74329792,,,
17.324,29.92676431,1.898801598,33.68813539,,,
17.328,32.92676431,0.898801598,33.63261491,,,
17.332,29.92676431,0.898801598,33.57718661,,,
17.336,22.92676431,1.898801598,33.52229983,,,
17.34,31.92676431,-0.101198402,33.46660513,,,
17.344,42.92676431,1.898801598,33.41190193,,,
17.348,32.92676431,2.898801598,33.35773906,,,
17.352,32.92676431,-0.101198402,33.30231754,,,
17.356,28.92676431,0.898801598,33.24743755,,,
17.36,32.92676431,0.898801598,33.19264866,,,
17.364,42.92676431,0.898801598,33.13795073,,,
17.368,25.92676431,0.898801598,33.08334359,,,
17.372,18.92676431,-0.101198402,33.02837759,,,
17.376,35.92676431,0.898801598,32.97395236,,,
17.38,32.92676431,-0.101198402,32.91916796,,,
17.384,34.92676431,-0.101198402,32.8644745,,,
17.388,32.92676431,0.898801598,32.81032135,,,
17.392,24.92676431,-0.101198402,32.75580859,,,
17.396,37.92676431,0.898801598,32.70183584,,,
17.4,31.92676431,-0.101198402,32.64750316,,,
17.404,37.92676431,-0.101198402,32.59326069,,,
17.408,39.92676431,-0.101198402,32.53910826,,,
17.412,27.92676431,0.898801598,32.48549524,,,
17.416,26.92676431,-0.101198402,32.43152171,,,
17.42,32.92676431,0.898801598,32.3780873,,,
17.424,31.92676431,1.898801598,32.3251911,,,
17.428,21.92676431,-0.101198402,32.27148369,,,
17.432,25.92676431,0.898801598,32.21831494,,,
17.436,32.92676431,0.898801598,32.16523447,,,
17.44,25.92676431,-0.101198402,32.11179259,,,
17.444,30.92676431,-0.101198402,32.05843943,,,
17.448,27.92676431,-0.101198402,32.00517483,,,
17.452,31.92676431,-0.101198402,31.95199866,,,
17.456,26.92676431,-0.101198402,31.89891077,,,
17.46,26.92676431,-0.101198402,31.84591101,,,
17.464,32.92676431,0.898801598,31.79344874,,,
17.468,25.92676431,0.898801598,31.74107357,,,
17.472,43.92676431,1.898801598,31.68923486,,,
17.476,40.92676431,-0.101198402,31.63658318,,,
17.48,32.92676431,-0.101198402,31.58401889,,,
17.484,34.92676431,-0.101198402,31.53154187,,,
17.488,41.92676431,0.898801598,31.47960148,,,
17.492,29.92676431,0.898801598,31.42774732,,,
17.496,24.92676431,0.898801598,31.37597923,,,
17.5,29.92676431,2.898801598,31.32519612,,,
17.504,29.92676431,0.898801598,31.27359828,,,
17.508,39.92676431,0.898801598,31.22208609,,,
17.512,23.92676431,0.898801598,31.17065942,,,
17.516,21.92676431,0.898801598,31.11931812,,,
17.52,19.92676431,0.898801598,31.06806205,,,
17.524,26.92676431,-0.101198402,31.01644155,,,
17.528,23.92676431,0.898801598,30.96535626,,,
17.532,24.92676431,1.898801598,30.91480529,,,
17.536,30.92676431,0.898801598,30.86388872,,,
17.54,38.92676431,1.898801598,30.8135062,,,
17.544,30.92676431,-0.101198402,30.76230828,,,
17.548,32.92676431,0.898801598,30.71164487,,,
17.552,19.92676431,-0.101198402,30.66061604,,,
17.556,36.92676431,0.898801598,30.61012144,,,
17.56,32.92676431,0.898801598,30.55971067,,,
17.564,31.92676431,0.898801598,30.50938359,,,
17.568,45.92676431,0.898801598,30.45914005,,,
17.572,30.92676431,1.898801598,30.40942943,,,
17.576,36.92676431,-0.101198402,30.3589023,,,
17.58,28.92676431,-0.101198402,30.30845905,,,
17.584,28.92676431,0.898801598,30.25854906,,,
17.588,34.92676431,2.898801598,30.20962096,,,
17.592,33.92676431,-0.101198402,30.15942553,,,
17.596,23.92676431,0.898801598,30.10976294,,,
17.6,37.92676431,0.898801598,30.0601828,,,
17.604,34.92676431,1.898801598,30.01113448,,,
17.608,24.92676431,0.898801598,29.96171806,,,
17.612,38.92676431,-0.101198402,29.91193416,,,
17.616,24.92676431,0.898801598,29.86268243,,,
17.62,27.92676431,2.898801598,29.81441149,,,
17.624,32.92676431,0.898801598,29.76532165,,,
17.628,29.92676431,0.898801598,29.7163133,,,
17.632,35.92676431,-0.101198402,29.66693679,,,
17.636,25.92676431,-0.101198402,29.61764225,,,
17.64,21.92676431,0.898801598,29.56887906,,,
17.644,22.92676431,0.898801598,29.52019682,,,
17.648,30.92676431,0.898801598,29.47159539,,,
17.652,27.92676431,0.898801598,29.42307465,,,
17.656,25.92676431,0.898801598,29.37463445,,,
17.66,25.92676431,-0.101198402,29.32582515,,,
17.664,37.92676431,0.898801598,29.27754639,,,
17.668,29.92676431,-0.101198402,29.22889827,,,
17.672,35.92676431,-0.101198402,29.1803309,,,
17.676,31.92676431,1.898801598,29.13274319,,,
17.68,28.92676431,0.898801598,29.08478496,,,
17.684,32.92676431,-0.101198402,29.03645683,,,
17.688,32.92676431,-0.101198402,28.98820893,,,
17.692,37.92676431,0.898801598,28.94049064,,,
17.696,30.92676431,-0.101198402,28.89240204,,,
17.7,20.92676431,0.898801598,28.8448428,,,
17.704,25.92676431,0.898801598,28.7973625,,,
17.708,26.92676431,0.898801598,28.74996103,,,
17.712,26.92676431,1.898801598,28.70308776,,,
17.716,19.92676431,0.898801598,28.65584279,,,
17.72,24.92676431,0.898801598,28.60867625,,,
17.724,27.92676431,0.898801598,28.56158801,,,
17.728,35.92676431,0.898801598,28.51457794,,,
17.732,36.92676431,-0.101198402,28.46719638,,,
17.736,16.92676431,0.898801598,28.42034301,,,
17.74,24.92676431,-0.101198402,28.37311789,,,
17.744,32.92676431,0.898801598,28.32642069,,,
17.748,16.92676431,-0.101198402,28.2793515,,,
17.752,26.92676431,-0.101198402,28.23236044,,,
17.756,25.92676431,-0.101198402,28.18544739,,,
17.76,31.92676431,-0.101198402,28.13861221,,,
17.764,28.92676431,-0.101198402,28.09185479,,,
17.768,28.92676431,0.898801598,28.04562451,,,
17.772,28.92676431,1.898801598,27.99992048,,,
17.776,29.92676431,-0.101198402,27.9533933,,,
17.78,26.92676431,-0.101198402,27.90694335,,,
17.784,23.92676431,0.898801598,27.86102003,,,
17.788,31.92676431,-0.101198402,27.81472343,,,
17.792,32.92676431,0.898801598,27.7689532,,,
17.796,24.92676431,-0.101198402,27.72280944,,,
17.8,28.92676431,0.898801598,27.67719179,,,
17.804,24.92676431,0.898801598,27.63164987,,,
17.808,24.92676431,0.898801598,27.58618356,,,
17.812,26.92676431,2.898801598,27.54169176,,,
17.816,15.92676431,1.898801598,27.4968243,,,
17.82,20.92676431,-0.101198402,27.45113229,,,
17.824,21.92676431,-0.101198402,27.40551612,,,
17.828,25.92676431,0.898801598,27.36042521,,,
17.832,20.92676431,-0.101198402,27.31495962,,,
17.836,26.92676431,-0.101198402,27.26956952,,,
17.84,22.92676431,-0.101198402,27.22425476,,,
17.844,24.92676431,2.898801598,27.18036379,,,
17.848,31.92676431,0.898801598,27.13564664,,,
17.852,35.92676431,0.898801598,27.09100372,,,
17.856,24.92676431,0.898801598,27.04643491,,,
17.86,21.92676431,-0.101198402,27.00149058,,,
17.864,20.92676431,-0.101198402,26.95662085,,,
17.868,35.92676431,-0.101198402,26.91182561,,,
17.872,20.92676431,0.898801598,26.86755425,,,
17.876,29.92676431,0.898801598,26.82335638,,,
17.88,24.92676431,-0.101198402,26.77878237,,,
17.884,18.92676431,1.898801598,26.73518139,,,
17.888,38.92676431,-0.101198402,26.69075375,,,
17.892,30.92676431,-0.101198402,26.64639987,,,
17.896,26.92676431,-0.101198402,26.60211962,,,
17.9,19.92676431,-0.101198402,26.55791287,,,
17.904,21.92676431,-0.101198402,26.51377951,,,
17.908,35.92676431,0.898801598,26.47016894,,,
17.912,26.92676431,0.898801598,26.42663076,,,
17.916,25.92676431,0.898801598,26.38316485,,,
17.92,23.92676431,-0.101198402,26.33932159,,,
17.924,26.92676431,0.898801598,26.29600062,,,
17.928,19.92676431,0.898801598,26.25275157,,,
17.932,37.92676431,-0.101198402,26.2091248,,,
17.936,25.92676431,-0.101198402,26.16557045,,,
17.94,29.92676431,-0.101198402,26.12208841,,,
17.944,17.92676431,-0.101198402,26.07867855,,,
17.948,32.92676431,-0.101198402,26.03534075,,,
17.952,20.92676431,-0.101198402,25.99207489,,,
17.956,22.92676431,-0.101198402,25.94888086,,,
17.96,21.92676431,-0.101198402,25.90575854,,,
17.964,29.92676431,-0.101198402,25.86270779,,,
17.968,28.92676431,0.898801598,25.82017804,,,
17.972,30.92676431,-0.101198402,25.77726937,,,
17.976,29.92676431,0.898801598,25.73488145,,,
17.98,28.92676431,-0.101198402,25.69211437,,,
17.984,19.92676431,3.898801598,25.65121637,,,
17.988,25.92676431,-0.101198402,25.60858819,,,
17.992,27.92676431,0.898801598,25.56648028,,,
17.996,30.92676431,-0.101198402,25.52399277,,,
18,22.92676431,-0.101198402,25.48157578,,,
18.004,30.92676431,-0.101198402,25.43922922,,,
18.008,20.92676431,0.898801598,25.39740246,,,
18.012,20.92676431,0.898801598,25.35564514,,,
18.016,26.92676431,-0.101198402,25.31350763,,,
18.02,27.92676431,-0.101198402,25.27144006,,,
18.024,28.92676431,-0.101198402,25.22944233,,,
18.028,26.92676431,-0.101198402,25.18751432,,,
18.032,28.92676431,-0.101198402,25.14565591,,,
18.036,13.92676431,1.898801598,25.10476603,,,
18.04,24.92676431,0.898801598,25.06349451,,,
18.044,18.92676431,-0.101198402,25.02184198,,,
18.048,29.92676431,-0.101198402,24.9802586,,,
18.052,28.92676431,-0.101198402,24.93874425,,,
18.056,27.92676431,0.898801598,24.89774833,,,
18.06,22.92676431,-0.101198402,24.85637096,,,
18.064,28.92676431,-0.101198402,24.81506227,,,
18.068,19.92676431,1.898801598,24.77472119,,,
18.072,22.92676431,-0.101198402,24.73354805,,,
18.076,27.92676431,0.898801598,24.69289277,,,
18.08,31.92676431,-0.101198402,24.65185547,,,
18.084,21.92676431,1.898801598,24.61178532,,,
18.088,16.92676431,-0.101198402,24.57088266,,,
18.092,21.92676431,-0.101198402,24.5300479,,,
18.096,28.92676431,-0.101198402,24.48928093,,,
18.1,32.92676431,-0.101198402,24.44858164,,,
18.104,20.92676431,1.898801598,24.40884894,,,
18.108,22.92676431,0.898801598,24.36873269,,,
18.112,22.92676431,1.898801598,24.32913255,,,
18.116,16.92676431,0.898801598,24.28914863,,,
18.12,21.92676431,0.898801598,24.24923108,,,
18.124,23.92676431,0.898801598,24.2093798,,,
18.128,25.92676431,-0.101198402,24.16914516,,,
18.132,19.92676431,0.898801598,24.12942683,,,
18.136,19.92676431,-0.101198402,24.08932492,,,
18.14,25.92676431,-0.101198402,24.04928958,,,
18.144,27.92676431,0.898801598,24.00977021,,,
18.148,18.92676431,2.898801598,23.97121549,,,
18.152,23.92676431,1.898801598,23.93227526,,,
18.156,11.92676431,0.898801598,23.89295014,,,
18.16,21.92676431,-0.101198402,23.8532408,,,
18.164,31.92676431,-0.101198402,23.81359737,,,
18.168,21.92676431,-0.101198402,23.77401975,,,
18.172,28.92676431,-0.101198402,23.73450784,,,
18.176,32.92676431,-0.101198402,23.69506152,,,
18.18,20.92676431,-0.101198402,23.65568068,,,
18.184,21.92676431,-0.101198402,23.61636521,,,
18.188,30.92676431,-0.101198402,23.57711502,,,
18.192,15.92676431,1.898801598,23.53882901,,,
18.196,20.92676431,-0.101198402,23.49970753,,,
18.2,17.92676431,0.898801598,23.46110051,,,
18.204,16.92676431,1.898801598,23.4230071,,,
18.208,18.92676431,-0.101198402,23.38407789,,,
18.212,27.92676431,-0.101198402,23.3452133,,,
18.216,26.92676431,0.898801598,23.30686275,,,
18.22,29.92676431,1.898801598,23.26902538,,,
18.224,15.92676431,-0.101198402,23.23035179,,,
18.228,20.92676431,0.898801598,23.19219192,,,
18.232,17.92676431,-0.101198402,23.15364588,,,
18.236,21.92676431,-0.101198402,23.11516382,,,
18.24,33.92676431,1.898801598,23.07764469,,,
18.244,20.92676431,0.898801598,23.03973832,,,
18.248,20.92676431,-0.101198402,23.00144536,,,
18.252,27.92676431,-0.101198402,22.96321597,,,
18.256,15.92676431,-0.101198402,22.92505004,,,
18.26,20.92676431,1.898801598,22.88784651,,,
18.264,16.92676431,0.898801598,22.85025522,,,
18.268,22.92676431,0.898801598,22.81272633,,,
18.272,28.92676431,-0.101198402,22.77481022,,,
18.276,25.92676431,0.898801598,22.73740658,,,
18.28,20.92676431,0.898801598,22.70006503,,,
18.284,27.92676431,0.898801598,22.66278547,,,
18.288,21.92676431,-0.101198402,22.62511827,,,
18.292,28.92676431,-0.101198402,22.58751361,,,
18.296,22.92676431,-0.101198402,22.54997137,,,
18.3,24.92676431,-0.101198402,22.51249146,,,
18.304,18.92676431,2.898801598,22.47642232,,,
18.308,27.92676431,1.898801598,22.43996354,,,
18.312,18.92676431,-0.101198402,22.40266624,,,
18.316,16.92676431,0.898801598,22.36588038,,,
18.32,26.92676431,-0.101198402,22.32870607,,,
18.324,29.92676431,0.898801598,22.29204299,,,
18.328,22.92676431,1.898801598,22.25589029,,,
18.332,17.92676431,0.898801598,22.21934808,,,
18.336,18.92676431,-0.101198402,22.18241703,,,
18.34,11.92676431,0.898801598,22.14599679,,,
18.344,20.92676431,-0.101198402,22.1091875,,,
18.348,15.92676431,-0.101198402,22.07243932,,,
18.352,18.92676431,0.898801598,22.03620166,,,
18.356,14.92676431,0.898801598,22.00002415,,,
18.36,22.92676431,0.898801598,21.9639067,,,
18.364,23.92676431,-0.101198402,21.92739969,,,
18.368,23.92676431,-0.101198402,21.89095329,,,
18.372,24.92676431,-0.101198402,21.85456739,,,
18.376,23.92676431,-0.101198402,21.81824189,,,
18.38,24.92676431,-0.101198402,21.78197669,,,
18.384,23.92676431,-0.101198402,21.7457717,,,
18.388,20.92676431,0.898801598,21.71007633,,,
18.392,14.92676431,-0.101198402,21.67399069,,,
18.396,15.92676431,0.898801598,21.63841448,,,
18.4,22.92676431,-0.101198402,21.60244781,,,
18.404,19.92676431,0.898801598,21.56699037,,,
18.408,26.92676431,0.898801598,21.53159178,,,
18.412,23.92676431,-0.101198402,21.49580244,,,
18.416,25.92676431,0.898801598,21.46052204,,,
18.42,18.92676431,-0.101198402,21.42485068,,,
18.424,18.92676431,-0.101198402,21.38923854,,,
18.428,15.92676431,-0.101198402,21.35368552,,,
18.432,15.92676431,-0.101198402,21.31819151,,,
18.436,13.92676431,-0.101198402,21.28275643,,,
18.44,11.92676431,0.898801598,21.2478297,,,
18.444,21.92676431,0.898801598,21.21296094,,,
18.448,18.92676431,0.898801598,21.17815007,,,
18.452,14.92676431,0.898801598,21.14339699,,,
18.456,23.92676431,-0.101198402,21.10825208,,,
18.46,15.92676431,-0.101198402,21.07316551,,,
18.464,17.92676431,1.898801598,21.03903623,,,
18.468,16.92676431,-0.101198402,21.00406456,,,
18.472,12.92676431,1.898801598,20.97004999,,,
18.476,18.92676431,-0.101198402,20.93519285,,,
18.48,13.92676431,-0.101198402,20.90039357,,,
18.484,20.92676431,3.898801598,20.86745013,,,
18.488,21.92676431,0.898801598,20.83321283,,,
18.492,26.92676431,-0.101198402,20.79858285,,,
18.496,19.92676431,-0.101198402,20.76401035,,,
18.5,20.92676431,0.898801598,20.72994477,,,
18.504,22.92676431,-0.101198402,20.69548622,,,
18.508,20.92676431,-0.101198402,20.66108487,,,
18.512,18.92676431,0.898801598,20.62719015,,,
18.516,17.92676431,-0.101198402,20.59290218,,,
18.52,19.92676431,0.898801598,20.55912064,,,
18.524,11.92676431,-0.101198402,20.52494567,,,
18.528,25.92676431,0.898801598,20.49127695,,,
18.532,23.92676431,0.898801598,20.45766412,,,
18.536,15.92676431,0.898801598,20.42410709,,,
18.54,21.92676431,-0.101198402,20.39015625,,,
18.544,16.92676431,0.898801598,20.35671129,,,
18.548,13.92676431,0.898801598,20.32332184,,,
18.552,20.92676431,-0.101198402,20.28953831,,,
18.556,17.92676431,-0.101198402,20.25581086,,,
18.56,25.92676431,-0.101198402,20.22213941,,,
18.564,14.92676431,0.898801598,20.18897336,,,
18.568,25.92676431,-0.101198402,20.15541286,,,
18.572,18.92676431,0.898801598,20.12235759,,,
18.576,14.92676431,-0.101198402,20.08890767,,,
18.58,26.92676431,1.898801598,20.05641232,,,
18.584,14.92676431,1.898801598,20.02397091,,,
18.588,17.92676431,0.898801598,19.99113384,,,
18.592,24.92676431,0.898801598,19.95835128,,,
18.596,24.92676431,-0.101198402,19.92517362,,,
